invoice_date,customer,amount
24. 07. 2021,Nichols-Mclaughlin,64895.69
15. 07. 2021,Collins and Sons,44665.69
28. 05. 2021,"Lopez, Vasquez and Barrett",67712.18
04. 08. 2021,Robbins and Sons,79494.28
16. 08. 2021,"Smith, Wagner and Zamora",68559.71
13. 07. 2021,Chen-Chapman,47888.53
19. 07. 2021,Mckay-Underwood,9242.37
03. 07. 2021,Benitez-Smith,61686.89
09. 08. 2021,"Rice, Wilson and Gallegos",32214.85
22. 08. 2021,Griffin-Fritz,69080.67
09. 07. 2021,Atkinson-Harris,40453.84
16. 05. 2021,Taylor Group,93361.73
29. 05. 2021,"Scott, Jackson and Horne",76524.95
26. 07. 2021,Cox Ltd,41533.57
01. 08. 2021,Lee-Blankenship,58218.29
13. 07. 2021,"Melendez, Morton and Larson",25737.77
05. 08. 2021,"Leach, Ford and Smith",7398.08
28. 05. 2021,Ramirez-Anderson,58927.87
17. 06. 2021,Hamilton-Terry,73058.46
21. 05. 2021,Nguyen Group,69104.59
29. 08. 2021,"Bolton, Burns and Turner",5651.54
07. 05. 2021,Graham-Jackson,20280.87
06. 07. 2021,Mckinney-Cowan,74727.66
21. 05. 2021,Glover-Coleman,26812.88
29. 06. 2021,"Deleon, Robinson and Alexander",84341.88
22. 06. 2021,Wilson-Robinson,21707.26
08. 06. 2021,Cabrera Group,69704.25
07. 05. 2021,Anderson-Randall,16410.09
28. 05. 2021,Barnes-Mcintyre,86930.42
13. 05. 2021,"Jackson, Turner and Mullins",17748.07
06. 08. 2021,"Waters, Wilson and Hoover",15657.9
09. 06. 2021,Patterson Ltd,42313.59
28. 05. 2021,"Lane, Dickson and Byrd",61755.45
22. 06. 2021,Holt-Villanueva,62851.63
14. 08. 2021,Ortiz-Villa,40876.74
25. 07. 2021,Gutierrez Inc,83604.05
16. 06. 2021,"Brown, Myers and Hernandez",79720.83
23. 08. 2021,"Glenn, Gonzalez and Brown",14533.85
15. 06. 2021,Greer PLC,83353.71
12. 05. 2021,"Clark, Anderson and Munoz",15109.63
06. 08. 2021,Myers Inc,33052.8
07. 08. 2021,Jones Group,41695.54
26. 05. 2021,Brown and Sons,7779.26
29. 07. 2021,"Williams, Jones and Herring",21380.71
28. 07. 2021,Burton LLC,12223.31
24. 06. 2021,Giles-Pearson,41453.39
14. 05. 2021,"Mcdaniel, Moore and Jackson",35302.99
17. 06. 2021,Garza LLC,78958.98
04. 07. 2021,"Scott, Strickland and Martinez",18056.22
08. 05. 2021,Gonzalez-Oneal,25427.75
11. 08. 2021,Rogers-Woodward,15723.33
19. 06. 2021,Ball-Olson,81606.56
29. 05. 2021,"Hensley, Vazquez and Burton",88159.12
14. 06. 2021,Johnson and Sons,43662.74
30. 06. 2021,Robbins and Sons,89662.24
05. 07. 2021,"Ford, Lopez and Perez",89405.57
03. 05. 2021,Buchanan-Sanders,60615.73
21. 07. 2021,Butler LLC,58864.7
05. 06. 2021,Ortiz-Villa,92861.05
21. 05. 2021,Lara LLC,30531.42
13. 08. 2021,"Mcintyre, Cook and Wright",39547.92
29. 07. 2021,"Blair, West and Davis",31812.19
02. 06. 2021,"Vasquez, Norris and Berry",12777.69
25. 08. 2021,"Moss, Duncan and Allen",33404.15
24. 07. 2021,Shaw-Hunter,40952.65
01. 06. 2021,Silva-Williams,82641.24
21. 08. 2021,"Martin, Smith and Berry",92037.11
14. 05. 2021,Brown-Bryant,82794.37
24. 06. 2021,Sheppard-Tucker,18522.99
16. 06. 2021,Sanders-Robinson,79383.12
15. 06. 2021,"White, Wood and Sampson",12210.42
26. 07. 2021,"Alexander, Kelly and Davis",6249.61
26. 06. 2021,Macdonald Group,70207.59
12. 06. 2021,Ramirez-Good,58384.63
07. 07. 2021,Johnson Inc,75592.18
14. 05. 2021,"Black, Green and Brown",60774.68
21. 08. 2021,"Peterson, Anderson and Baker",43204.3
21. 07. 2021,Palmer-Johnson,31242.06
12. 08. 2021,Hampton and Sons,39819.17
29. 05. 2021,Webster and Sons,83924.39
04. 05. 2021,Perez and Sons,52593.55
19. 08. 2021,Shaffer-Johnson,7194.62
25. 08. 2021,"Scott, Jackson and Horne",44389.2
27. 06. 2021,Parker-Price,13142.31
05. 06. 2021,Oneal and Sons,21698.08
13. 07. 2021,Mitchell-Logan,43891.16
23. 06. 2021,Smith-Austin,65810.64
28. 06. 2021,Foley LLC,77628.46
01. 07. 2021,Vega and Sons,23077.4
03. 06. 2021,Ramos-Stevens,31842.97
19. 05. 2021,Stanton-Knight,99338.39
02. 07. 2021,Jensen PLC,47113.34
27. 05. 2021,Atkins-Ruiz,78436.17
15. 06. 2021,"Wood, Bond and Cook",65547.19
07. 05. 2021,"Lewis, James and Hill",51875.11
22. 05. 2021,"Harper, Dawson and Rodriguez",11374.83
20. 07. 2021,Moore-Underwood,90344.01
20. 05. 2021,Davis Ltd,48842.55
20. 07. 2021,Bryant-Morales,16099.75
08. 08. 2021,Phillips-Cummings,44770.73
08. 07. 2021,Welch-Montgomery,71133.38
05. 05. 2021,Duncan Ltd,33781.09
20. 06. 2021,Hill-Stevens,40382.92
16. 08. 2021,Cox-Marsh,38646.85
13. 08. 2021,"Gray, Smith and Castaneda",36838.98
13. 08. 2021,"Rios, Martin and Jackson",28319.25
13. 06. 2021,Collins Inc,83911.53
26. 06. 2021,Cook-Johnson,10638.84
22. 07. 2021,Glover Ltd,43235.97
19. 08. 2021,"Perez, James and Norris",18583.64
17. 07. 2021,"Garcia, Patterson and Rogers",86290.17
12. 06. 2021,"Robbins, Carter and Yoder",57018.44
21. 08. 2021,Roberson-Miller,65672.27
07. 06. 2021,Bernard Ltd,39269.15
24. 08. 2021,"Caldwell, Chandler and Walker",4207.5
06. 07. 2021,"King, Jacobs and Myers",8395.6
01. 07. 2021,Johnson-Marshall,89115.04
02. 05. 2021,"Ashley, Kennedy and Oliver",71944.28
05. 08. 2021,Stewart Ltd,30915.21
24. 08. 2021,Irwin PLC,10630.57
13. 07. 2021,Giles-Thomas,87933.74
27. 06. 2021,Johnson-Edwards,34158.87
09. 07. 2021,Evans-Kemp,84811.86
13. 05. 2021,Wood Ltd,66395.52
12. 06. 2021,Jackson Inc,50895.93
08. 07. 2021,Anderson-Edwards,46661.5
06. 07. 2021,Ellis Inc,32523.36
04. 05. 2021,"Mcgee, Hoffman and Mclean",47922.4
18. 06. 2021,"Castro, Gillespie and Silva",7477.86
27. 07. 2021,Bray-Rice,44595.08
22. 05. 2021,Hess Inc,6730.51
13. 06. 2021,Lewis-Jones,87050.04
06. 08. 2021,Wagner Inc,87915.17
16. 05. 2021,"Rivera, Potts and Quinn",14000.7
27. 08. 2021,"Valdez, Smith and Bryant",28610.55
11. 06. 2021,"Turner, Weeks and Gonzalez",79319.79
23. 07. 2021,Wheeler LLC,960.06
06. 07. 2021,"Bass, Smith and Leach",15569.74
21. 07. 2021,"Sweeney, Charles and Mclean",67780.96
09. 05. 2021,"Anderson, Peters and Lee",42568.39
29. 07. 2021,Burnett Inc,17591.1
09. 05. 2021,Saunders Group,59519.06
02. 06. 2021,Farmer Ltd,83091.53
05. 05. 2021,Cook-Johnson,2862.49
04. 06. 2021,"Nolan, Meyers and Johnson",3532.35
23. 08. 2021,Lawrence-Edwards,89346.76
28. 07. 2021,Wilson PLC,31603.31
27. 05. 2021,"Dodson, Gordon and Bailey",65259.87
14. 08. 2021,"Carter, Nunez and Knight",11986.18
16. 05. 2021,Valenzuela Group,84304.73
13. 08. 2021,Wheeler Inc,33728.78
04. 06. 2021,"Flores, Hansen and Chase",94514.23
25. 07. 2021,"Pierce, Perkins and Pope",70716.58
29. 07. 2021,Murphy LLC,24683.79
12. 07. 2021,Griffin-Hernandez,55473.08
25. 06. 2021,"Bryant, Crawford and Walker",26046.51
29. 05. 2021,Short-Gregory,22224.67
25. 07. 2021,"Terry, Mendoza and Aguilar",77839.78
27. 07. 2021,"Thompson, Martin and Brady",91449.1
19. 06. 2021,Perez Group,33503.09
12. 08. 2021,Hayes-Rosales,48063.5
04. 06. 2021,Romero-Hall,58886.94
20. 08. 2021,Baker PLC,77387.45
03. 07. 2021,Valencia-Barnes,1376.11
29. 05. 2021,Hughes Group,61694.32
22. 05. 2021,Myers-Wagner,24714.55
12. 06. 2021,Brown Group,42932.86
21. 07. 2021,Cannon PLC,70110.44
08. 07. 2021,Clay-Williams,65823.92
05. 06. 2021,"Hudson, Wood and Armstrong",84114.56
08. 07. 2021,Gonzalez LLC,74147.87
01. 08. 2021,Pratt Group,84269.51
19. 07. 2021,Howard-Duncan,99847.93
22. 08. 2021,Farmer-Hawkins,11668.46
14. 05. 2021,"Gardner, Schmidt and Allison",17923.68
08. 07. 2021,Christian-Jordan,30596.27
25. 08. 2021,Smith-Johnson,97142.47
05. 08. 2021,Erickson Ltd,78943.92
16. 07. 2021,Kelly-Ramirez,61364.19
15. 05. 2021,Underwood PLC,22602.94
19. 05. 2021,"Johnson, Larsen and David",87964.74
08. 06. 2021,Williams-Miller,36112.91
10. 08. 2021,Moody-Kirk,10773.43
17. 07. 2021,Mcclain-Smith,83352.67
26. 08. 2021,"Alexander, Kelly and Davis",63608.82
29. 05. 2021,"Payne, Gordon and Yoder",12578.12
08. 08. 2021,"Reed, Barnes and Herrera",47872.26
02. 08. 2021,"Price, Aguilar and Meyers",74788.56
19. 07. 2021,Liu-James,45425.07
26. 07. 2021,Moore-Underwood,23300.11
07. 07. 2021,"Olson, Kelley and Mason",50125.36
25. 08. 2021,Malone Ltd,3007.46
28. 07. 2021,Fuller-Henry,61803.61
06. 05. 2021,Wilson PLC,73498.43
22. 08. 2021,"Salazar, Reyes and Nichols",38450.64
27. 07. 2021,Martinez-Jordan,56916.44
22. 06. 2021,Brown-Lane,84396.71
03. 07. 2021,Brown and Sons,94748.56
16. 08. 2021,Marshall Ltd,14043.89
01. 08. 2021,"Gallagher, Diaz and Wagner",49259.92
27. 07. 2021,Lopez-Andrews,53228.14
03. 07. 2021,"Smith, Murphy and Swanson",43478.46
13. 06. 2021,Mejia-Petersen,34785.45
07. 08. 2021,"Williams, Smith and Padilla",34806.39
21. 05. 2021,Perry Inc,12609.55
05. 07. 2021,Ross-Cunningham,11693.14
05. 05. 2021,Russo Ltd,405.55
13. 05. 2021,Perez Group,68715.7
26. 05. 2021,Carroll LLC,70681.78
10. 08. 2021,"Brown, Flores and Williams",60459.52
23. 06. 2021,Cuevas and Sons,45216.23
07. 06. 2021,"Smith, Sanchez and Campbell",3096.05
05. 08. 2021,Howard-Reese,17375.95
15. 07. 2021,Harris-Howard,44756.21
15. 08. 2021,Gibson LLC,12375.68
07. 07. 2021,Lindsey Inc,50731.81
26. 07. 2021,"Lopez, Rivera and Pierce",30095.14
28. 05. 2021,Campbell-Sullivan,57583.42
03. 05. 2021,Myers-Richardson,85929.67
09. 05. 2021,Wood-Bryan,63434.37
26. 07. 2021,Rose-Freeman,9689.18
01. 05. 2021,Miller Ltd,53817.74
12. 07. 2021,"Johnson, Bailey and Smith",13621.17
05. 07. 2021,"Kennedy, Newton and Brown",17887.0
04. 07. 2021,Petersen-Garcia,59503.97
23. 05. 2021,"Kelley, Clements and Duran",24466.91
31. 07. 2021,Turner Ltd,45337.25
02. 06. 2021,"Lawrence, Brown and Johnson",73828.02
06. 08. 2021,Joseph Group,81773.78
20. 06. 2021,"Romero, Beltran and Flores",95834.33
07. 05. 2021,"Schmitt, Patel and Thomas",46187.25
26. 05. 2021,Huang-Vargas,58395.86
22. 08. 2021,Wilson Group,55852.86
24. 05. 2021,Roberts LLC,40511.99
07. 05. 2021,White Inc,34045.37
27. 06. 2021,Garner LLC,2169.41
16. 06. 2021,Elliott-Fisher,82639.24
11. 05. 2021,Yang-Brown,99276.69
11. 05. 2021,Norman-Buck,55466.2
01. 08. 2021,"Davis, Sanford and Jones",50136.38
08. 06. 2021,King-Smith,63384.2
31. 05. 2021,Salinas LLC,16426.82
16. 08. 2021,Bush PLC,6572.62
18. 05. 2021,Hancock Ltd,62856.82
07. 05. 2021,"Black, Davis and Avila",49483.69
20. 06. 2021,Zavala-Thomas,15221.78
25. 05. 2021,"Ball, Wilson and Jones",61549.88
30. 05. 2021,Martinez Ltd,47177.27
11. 08. 2021,Hayden-Valenzuela,41437.62
29. 08. 2021,Brown PLC,67543.93
08. 08. 2021,Graham-Williams,15687.31
25. 08. 2021,Crawford-Smith,40226.95
04. 07. 2021,Brewer Group,96825.67
13. 05. 2021,"Maxwell, Mclaughlin and Andersen",14972.93
23. 08. 2021,"Thompson, Ibarra and Ferguson",21231.84
04. 05. 2021,Wilkinson LLC,39987.1
12. 07. 2021,Nelson Inc,29497.19
03. 07. 2021,Cooley Group,56226.92
21. 05. 2021,"Gomez, Oconnor and Reyes",90503.64
23. 07. 2021,Johnson-Burton,85443.04
15. 05. 2021,Frank-Curtis,57138.04
26. 06. 2021,Larsen Ltd,99076.17
04. 06. 2021,Brady-Berry,14920.72
23. 08. 2021,Lara PLC,8771.17
03. 06. 2021,Johnson Group,21674.85
09. 05. 2021,Mccarthy-Richardson,87572.03
25. 08. 2021,Harrison Inc,3985.19
12. 08. 2021,Wilcox-Byrd,6759.22
01. 06. 2021,Branch-Lee,41425.53
24. 05. 2021,"Turner, Wheeler and Sanchez",59199.48
11. 06. 2021,Greer Group,19448.05
14. 07. 2021,Delgado-Anderson,75802.36
25. 07. 2021,Garcia LLC,93443.98
25. 08. 2021,Powers Group,91048.49
23. 07. 2021,"Reed, Price and Taylor",77154.61
12. 07. 2021,"Potts, Zimmerman and Wilkins",71958.92
21. 06. 2021,Moss-Dunlap,52616.36
31. 07. 2021,Palmer Inc,84470.96
14. 08. 2021,"Bowers, Osborne and Guerrero",42592.36
19. 05. 2021,"Martinez, Patterson and Rice",43105.68
08. 08. 2021,Hernandez-Carter,86919.4
05. 05. 2021,Gordon PLC,85256.23
13. 08. 2021,"Gomez, Brewer and Bailey",14700.74
05. 08. 2021,Bell-Scott,23330.23
03. 05. 2021,David Ltd,90371.44
04. 07. 2021,Rivera and Sons,16225.95
10. 05. 2021,Wagner-Lewis,62256.87
25. 07. 2021,Browning-Gardner,87835.53
18. 06. 2021,"Sims, Swanson and Miller",94586.54
27. 08. 2021,Walker Inc,39022.73
11. 08. 2021,"Brooks, Smith and Thomas",79563.31
01. 05. 2021,"Holmes, Mccullough and Strickland",39552.24
16. 06. 2021,"George, Leach and Garcia",83098.56
14. 08. 2021,Mahoney Ltd,79532.98
02. 05. 2021,Maddox-Cannon,17385.56
24. 07. 2021,Palmer PLC,63313.07
17. 06. 2021,Leblanc Group,23072.02
16. 07. 2021,"Morris, Gonzalez and Briggs",1901.87
03. 06. 2021,Miller-Hanna,12132.76
07. 07. 2021,Cain-Brewer,30545.54
23. 07. 2021,Becker-Mcdowell,86147.32
16. 06. 2021,Phillips-Ayers,72362.16
26. 06. 2021,Harris-Mcdonald,93979.23
27. 07. 2021,Edwards and Sons,84960.02
19. 08. 2021,"Martinez, Morgan and Gutierrez",44904.23
24. 06. 2021,Martin Ltd,80878.77
07. 05. 2021,"Hernandez, Long and Cross",50837.6
10. 06. 2021,Wilson-Chandler,40743.78
25. 06. 2021,Branch-Morgan,25068.39
24. 06. 2021,"Lewis, White and Shannon",9385.8
04. 06. 2021,Lee-Paul,28204.1
28. 06. 2021,"Hebert, Hampton and Dickson",96705.25
28. 08. 2021,Parker-Martin,35489.25
19. 05. 2021,Fisher-Todd,49255.17
29. 05. 2021,Sullivan-Herrera,5825.37
21. 07. 2021,Jones Group,57339.1
21. 05. 2021,Deleon-Hernandez,36686.01
26. 06. 2021,Davis-Thomas,65592.9
10. 07. 2021,Weeks and Sons,57947.9
09. 06. 2021,"Carter, Nelson and Davidson",99113.22
01. 07. 2021,Hernandez and Sons,34122.62
28. 07. 2021,Nguyen-Jordan,60907.95
18. 07. 2021,Kent Ltd,92929.88
05. 05. 2021,"Lee, Price and Nguyen",51916.66
10. 07. 2021,"Smith, Price and Solis",44850.89
29. 08. 2021,"Newton, Martinez and Charles",92374.45
31. 07. 2021,"Lutz, Pierce and Johnson",66154.74
02. 06. 2021,Levine-Soto,48562.32
20. 07. 2021,Anderson-Edwards,25746.36
16. 08. 2021,"Valdez, Johnson and Hall",1316.87
18. 06. 2021,Lawrence-Murphy,86793.91
27. 05. 2021,Lara-Green,39681.13
23. 05. 2021,Williams LLC,83177.09
20. 08. 2021,Bruce LLC,58004.94
05. 08. 2021,"Pierce, Perkins and Pope",17342.62
19. 06. 2021,Ortiz LLC,31724.73
06. 07. 2021,Walker-Simpson,85210.38
04. 08. 2021,"Smith, Coffey and Lewis",8118.85
26. 06. 2021,"Smith, Price and Solis",40659.07
09. 05. 2021,Ortiz PLC,62066.18
21. 08. 2021,Bonilla LLC,29228.64
04. 07. 2021,Bryan-Turner,58906.08
13. 05. 2021,"Martinez, Ellis and Garza",560.5
09. 05. 2021,Diaz-Sanders,35140.96
05. 07. 2021,Levy-Cox,7102.31
15. 08. 2021,Huffman-Hancock,36807.1
11. 08. 2021,Hernandez LLC,32169.4
11. 07. 2021,Gates-Ryan,66354.85
07. 08. 2021,Wang-Haley,31859.4
09. 07. 2021,"Arroyo, Cohen and Powell",55444.98
21. 07. 2021,"Watkins, Clements and Roberts",8338.29
31. 07. 2021,"Ramirez, Garcia and Martin",64659.55
28. 06. 2021,"Smith, Gonzalez and Miller",77186.44
11. 08. 2021,"Hall, Fields and Ward",1218.49
06. 05. 2021,Phillips and Sons,6468.39
07. 07. 2021,"Mendoza, Miller and Leblanc",32330.82
22. 06. 2021,"Lamb, Cisneros and Hughes",4294.23
22. 06. 2021,Martin-Powell,41441.04
04. 07. 2021,Reeves-Harris,8913.62
28. 05. 2021,King Ltd,47009.35
28. 05. 2021,"Gilbert, Figueroa and Moody",57013.03
01. 05. 2021,Anthony-Vega,45396.62
29. 08. 2021,Phillips-Cummings,71801.95
29. 05. 2021,"Kim, Vargas and Collins",31356.02
02. 06. 2021,"Larson, Michael and Morris",11912.06
29. 08. 2021,Larsen PLC,63723.12
28. 06. 2021,"Nunez, Gibson and Guerrero",96515.88
21. 05. 2021,"Anderson, Bishop and Moreno",59561.62
17. 08. 2021,Martin-Sullivan,25910.68
26. 08. 2021,"Lee, Price and Nguyen",82026.6
17. 08. 2021,"Potter, Davis and Jimenez",13501.75
26. 06. 2021,Bush-Williams,26836.64
17. 08. 2021,Kramer-Wilson,60278.79
11. 08. 2021,"Franklin, Johnson and Doyle",3045.88
10. 05. 2021,Cisneros-Nguyen,52848.47
11. 05. 2021,"Russell, Chandler and Juarez",19285.87
01. 05. 2021,Williams-Hernandez,76624.43
27. 07. 2021,"Summers, Kennedy and Robinson",32242.35
05. 08. 2021,"Sullivan, Gonzalez and Lowery",59833.83
01. 07. 2021,Willis PLC,89236.96
28. 07. 2021,Rodriguez-Orozco,53783.02
13. 07. 2021,Graham-Collins,79701.08
21. 07. 2021,Davis-Beasley,14359.39
02. 06. 2021,"Green, Key and Hernandez",50236.42
14. 05. 2021,Dorsey Ltd,20657.46
18. 07. 2021,Scott Ltd,84492.72
26. 06. 2021,Palmer Inc,61605.03
23. 06. 2021,Gutierrez-Wilson,67526.26
26. 07. 2021,Brooks LLC,30004.12
12. 08. 2021,Goodwin Group,62717.71
06. 07. 2021,Rojas-Sanders,18260.28
04. 05. 2021,King Group,90826.26
08. 06. 2021,Martin PLC,37805.22
04. 05. 2021,"Smith, Wallace and Jackson",40284.77
25. 06. 2021,Dunn-Wagner,46125.74
05. 08. 2021,Huffman PLC,71938.4
07. 07. 2021,"Scott, Miller and Williams",46500.14
11. 08. 2021,"Williams, Gould and Lewis",89540.31
17. 06. 2021,"Farmer, Fuller and Kerr",65997.01
27. 06. 2021,"Shaw, Berry and Gregory",81949.22
07. 07. 2021,"Beck, Moore and Snyder",63494.89
14. 08. 2021,"Montgomery, Diaz and Martin",48852.43
05. 08. 2021,Williams and Sons,45898.46
21. 05. 2021,Johnson Inc,72853.19
22. 07. 2021,Flores Ltd,37384.74
16. 07. 2021,Moss-Dunlap,8731.81
31. 07. 2021,Perez-Rivera,53570.72
09. 08. 2021,"Weeks, Adams and Meadows",93922.15
05. 08. 2021,Mason-Yu,6150.46
25. 08. 2021,Campbell-Montoya,49688.62
22. 06. 2021,Young-Ellis,45852.95
20. 05. 2021,Macias-Thompson,858.62
16. 08. 2021,Burke-Gibson,31224.81
18. 05. 2021,Mcdonald-Hoffman,18487.99
08. 08. 2021,"Murray, Johnson and Cole",65694.37
08. 07. 2021,"Henderson, Jones and Everett",26313.27
17. 07. 2021,Rojas Group,88242.57
13. 05. 2021,Brown LLC,81665.35
10. 08. 2021,Atkinson-Jenkins,77905.27
10. 05. 2021,Kim-Warren,33780.33
28. 07. 2021,Taylor-Nichols,91770.76
02. 08. 2021,Watson-Johnson,91063.5
21. 07. 2021,Bush and Sons,14306.8
25. 06. 2021,Phillips-Robinson,64947.32
09. 07. 2021,Rodriguez-Orozco,70278.76
15. 07. 2021,"Serrano, Casey and Robinson",24079.74
24. 06. 2021,"Garcia, Jones and Cole",31426.12
22. 07. 2021,"Strickland, Juarez and Taylor",39353.49
04. 05. 2021,"Tran, Navarro and Williams",6782.52
04. 08. 2021,"Morales, Lee and Stewart",21649.62
19. 05. 2021,Chavez Ltd,39165.41
11. 07. 2021,Finley Group,36609.5
12. 08. 2021,"Kramer, Blackburn and Morales",95268.8
22. 07. 2021,Gill PLC,61527.98
10. 06. 2021,Cross-Lambert,91866.82
29. 05. 2021,"Hoffman, Glover and Butler",81263.47
09. 07. 2021,Shah Inc,77447.22
21. 08. 2021,"Allen, Lee and Waters",61817.9
14. 08. 2021,Jones-Woods,45987.92
30. 07. 2021,Taylor-Robertson,8090.43
29. 05. 2021,Cunningham-Mason,10800.35
27. 06. 2021,"Acosta, Hicks and Smith",47836.34
30. 06. 2021,"Davis, Hunt and Ryan",8103.28
31. 07. 2021,May-Harris,76430.26
04. 07. 2021,"Anderson, Roberts and Nguyen",98745.12
24. 05. 2021,Jackson-Ward,67010.23
01. 07. 2021,Stuart PLC,18449.85
28. 05. 2021,"Williams, Bailey and James",32605.99
22. 06. 2021,Mathews PLC,49148.83
28. 05. 2021,Heath LLC,68890.68
12. 06. 2021,"Alvarado, Kline and Warren",49407.14
17. 07. 2021,Morgan-Alexander,87102.17
11. 07. 2021,"Church, Johnson and Johnson",36591.23
09. 08. 2021,Munoz-Warren,4720.08
13. 05. 2021,"Hernandez, Lee and Hamilton",40885.34
07. 08. 2021,Oconnor-Ho,32683.82
02. 06. 2021,Clark Inc,27889.49
30. 05. 2021,"Stark, Burns and Campbell",67872.2
27. 06. 2021,Soto Inc,91238.53
11. 06. 2021,King Ltd,59076.69
02. 06. 2021,Lara-Green,90970.32
05. 07. 2021,"Huang, Martin and Wong",94952.48
07. 08. 2021,Garcia Inc,63193.36
20. 05. 2021,Moore-Coleman,46278.57
15. 06. 2021,Ray LLC,96491.2
28. 08. 2021,Gibson-Mcdaniel,21457.22
26. 07. 2021,"Long, Morgan and Moreno",36023.0
27. 06. 2021,"Hernandez, Green and Brooks",72559.92
18. 07. 2021,Patterson LLC,14325.29
11. 06. 2021,"Jenkins, Sherman and Lamb",77980.93
02. 08. 2021,Clay-Fernandez,41591.75
24. 05. 2021,Davis-Beasley,55464.5
18. 06. 2021,Navarro-Curtis,27158.81
04. 05. 2021,Vargas-Bailey,82757.64
22. 07. 2021,Green-Wilson,83574.97
06. 07. 2021,"Harvey, Byrd and Baker",11423.21
26. 06. 2021,"Gardner, Schmidt and Allison",17064.98
13. 07. 2021,Bird Ltd,66920.0
05. 06. 2021,"Ortega, Baird and Warner",45207.06
29. 08. 2021,Phillips LLC,61768.13
21. 05. 2021,Chen Ltd,65214.24
07. 05. 2021,"Richardson, Sims and Avery",22968.51
07. 05. 2021,Miller-Juarez,74241.61
06. 06. 2021,"Benson, Bowers and Golden",82397.4
15. 06. 2021,"Nguyen, Castillo and Contreras",61554.77
29. 08. 2021,"Brown, Rogers and Murphy",29434.9
23. 07. 2021,Mills-Sanders,38901.99
29. 06. 2021,Stokes-Miller,80010.35
05. 07. 2021,Ayala Group,70337.95
06. 07. 2021,"Bailey, Hancock and Coffey",25915.27
15. 08. 2021,Roberts LLC,54146.33
03. 06. 2021,Jones-Martin,15542.26
04. 08. 2021,"Chapman, Fields and Mitchell",86626.97
29. 05. 2021,"Lopez, Johnson and Lee",55503.64
04. 06. 2021,"Woodard, Mosley and Rodriguez",51089.97
17. 08. 2021,Woods and Sons,22356.07
03. 08. 2021,Stafford LLC,57577.38
20. 07. 2021,Wallace Inc,73629.75
20. 05. 2021,"White, Wood and Sampson",41393.65
31. 05. 2021,Henson-Lewis,94009.95
02. 05. 2021,Moore PLC,62277.32
19. 08. 2021,Rodriguez-Nichols,97037.92
27. 06. 2021,"Mccoy, Nelson and Miller",15906.56
17. 06. 2021,Lowe LLC,30724.57
19. 07. 2021,Bryant-Mason,19691.69
10. 06. 2021,Walsh-Davis,7734.48
18. 07. 2021,Jackson and Sons,90946.36
23. 06. 2021,Garcia PLC,36200.09
05. 05. 2021,Ponce-Patterson,25732.32
17. 06. 2021,"Haas, Byrd and Reed",86851.05
28. 08. 2021,"Quinn, Yoder and Lane",28298.29
13. 06. 2021,Osborne-Byrd,64094.46
27. 08. 2021,Wright-Harrison,84029.81
21. 05. 2021,Hill PLC,86284.45
13. 06. 2021,Gonzales-Browning,63751.32
17. 08. 2021,Lynch-Ford,64420.09
16. 08. 2021,Hancock-Williams,61433.08
02. 05. 2021,Mccormick-Holder,15543.97
10. 08. 2021,"Herrera, Olson and Bailey",45714.81
17. 05. 2021,Ray-Smith,51028.09
01. 07. 2021,Simpson Ltd,23429.09
09. 05. 2021,"Larson, Warren and Green",89735.3
21. 07. 2021,"Taylor, Miller and Rocha",79727.2
19. 05. 2021,"Scott, Pierce and Rose",10755.96
23. 05. 2021,Snyder-Gallagher,88896.84
18. 07. 2021,Martinez-Williams,47209.71
05. 08. 2021,"Rosario, Hart and Thomas",80312.24
19. 08. 2021,"Navarro, Hill and Rowe",3485.92
21. 08. 2021,Bowman-Ochoa,48808.9
01. 06. 2021,Jones and Sons,34033.41
26. 05. 2021,Kerr and Sons,98884.42
17. 08. 2021,Hall LLC,39502.24
27. 07. 2021,"Cantu, Kerr and Smith",48874.85
25. 05. 2021,Bowen-Marshall,60448.76
04. 06. 2021,"West, Miller and Flores",78465.95
22. 05. 2021,Scott-Harris,56247.53
23. 07. 2021,Jones LLC,25332.41
11. 05. 2021,"Potts, Bennett and Williams",32474.07
17. 08. 2021,Barnes LLC,98450.04
23. 06. 2021,Lucero Inc,53934.63
26. 06. 2021,Frank-Barker,66091.07
13. 06. 2021,Weber Group,66897.99
09. 07. 2021,"Schultz, Richards and Shelton",60131.16
25. 05. 2021,Williams LLC,58032.8
25. 07. 2021,"Black, Davis and Avila",75237.47
19. 08. 2021,Chang-Fisher,68434.16
12. 06. 2021,"Eaton, Patterson and White",8727.07
03. 05. 2021,"Robinson, Ho and Kelly",96564.92
19. 07. 2021,Hahn Inc,38138.45
22. 08. 2021,"Anderson, Roberts and Nguyen",13507.82
18. 08. 2021,Meyers-Garcia,11676.89
13. 08. 2021,"Mitchell, Lopez and Peterson",25738.71
15. 06. 2021,"Gilbert, Lewis and Cook",81900.77
10. 07. 2021,"Morris, Vargas and Cooper",43968.25
28. 05. 2021,Thompson Inc,10848.62
27. 07. 2021,"Knight, Miller and Bowman",12047.91
23. 05. 2021,Ray-Adkins,46518.97
28. 05. 2021,Jackson LLC,16982.06
