Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
56,1-STORY 1946+,RL,100.0,10175,Pave,,1,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,3,3,CBlock,3,3,0,4,490,1,0,935,1425,GasA,4,1,5,1425,0,0,1425,0,0,2,0,3,1,3,7,0,1,4,Attchd,1964.0,2,2,576,3,3,2,0,0,0,407,0,0,0,0,,0,July,2008,WD,Normal,180500
57,2-STORY PUD 1946+,FV,24.0,2645,Pave,Pave,0,Lvl,3,Inside,0,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,4,3,PConc,4,3,0,6,649,1,0,321,970,GasA,5,1,5,983,756,0,1739,1,0,2,1,3,1,4,7,0,0,0,Attchd,1999.0,3,2,480,3,3,2,115,0,0,0,0,0,0,0,,0,Aug,2009,WD,Abnorml,172500
58,2-STORY 1946+,RL,89.0,11645,Pave,,1,Lvl,3,Corner,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0,1,0,860,860,GasA,5,1,5,860,860,0,1720,0,0,2,1,3,1,4,7,0,0,0,Attchd,2004.0,2,2,565,3,3,2,0,70,0,0,0,0,0,0,,0,Aug,2006,WD,Normal,196500
59,2-STORY 1946+,RL,66.0,13682,Pave,,2,HLS,3,CulDSac,0,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,5,3,PConc,5,3,3,1,0,1,0,1410,1410,GasA,5,1,5,1426,1519,0,2945,0,0,3,1,3,1,4,10,0,1,4,BuiltIn,2006.0,3,3,641,3,3,2,192,0,37,0,0,0,0,0,,0,Oct,2006,New,Partial,438780
60,1-STORY 1946+,RL,60.0,7200,Pave,,0,Bnk,3,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,2,5,632,1,0,148,780,GasA,5,1,5,780,0,0,780,0,0,1,0,2,1,3,4,0,0,0,Detchd,1973.0,1,1,352,3,3,2,196,0,0,0,0,0,0,3,,0,Jan,2008,WD,Normal,124900
61,1-STORY 1946+,RL,63.0,13072,Pave,,0,Lvl,3,Inside,0,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,5,941,1,0,217,1158,GasA,5,1,5,1158,0,0,1158,1,0,1,1,3,1,4,5,0,0,0,Detchd,2006.0,1,2,576,3,3,2,0,50,0,0,0,0,0,0,,0,May,2006,New,Partial,158000
62,2-1/2 STORY,RM,60.0,7200,Pave,,0,Lvl,3,Inside,0,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,2,0,1,0,1,0,530,530,GasA,3,0,5,581,530,0,1111,0,0,1,0,3,1,2,6,0,0,0,Detchd,1935.0,1,1,288,3,3,0,0,0,144,0,0,0,0,0,,0,Mar,2007,WD,Normal,101000
63,1-STORY PUD 1946+,RL,44.0,6442,Pave,,1,Lvl,3,Inside,0,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,4,3,PConc,4,4,1,6,24,1,0,1346,1370,GasA,5,1,5,1370,0,0,1370,0,0,2,0,2,1,4,6,0,1,4,Attchd,2006.0,2,2,484,3,3,2,120,49,0,0,0,0,0,0,,0,Oct,2007,WD,Normal,202500
64,2-STORY 1945-,RM,50.0,10300,Pave,,1,Bnk,3,Inside,0,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,None,0.0,3,3,BrkTil,3,3,0,1,0,1,0,576,576,GasA,4,1,5,902,808,0,1710,0,0,2,0,3,1,3,9,0,0,0,Detchd,1990.0,1,2,480,3,3,2,12,11,64,0,0,0,0,4,,0,Apr,2010,WD,Normal,140000
65,2-STORY 1946+,RL,,9375,Pave,,0,Lvl,3,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,3,3,PConc,4,3,0,6,739,1,0,318,1057,GasA,5,1,5,1057,977,0,2034,1,0,2,1,3,1,4,8,0,0,0,Attchd,1998.0,2,2,645,3,3,2,576,36,0,0,0,0,0,4,,0,Feb,2009,WD,Normal,219500
66,2-STORY 1946+,RL,76.0,9591,Pave,,0,Lvl,3,Inside,0,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,4,3,PConc,5,3,2,1,0,1,0,1143,1143,GasA,5,1,5,1143,1330,0,2473,0,0,2,1,4,1,4,9,0,1,4,BuiltIn,2004.0,2,3,852,3,3,2,192,151,0,0,0,0,0,0,,0,Oct,2007,WD,Normal,317000
67,1-STORY 1946+,RL,,19900,Pave,,0,Lvl,3,Inside,0,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,3,3,CBlock,4,3,3,6,912,1,0,1035,1947,GasA,3,1,5,2207,0,0,2207,1,0,2,0,3,1,3,7,1,1,4,Attchd,1970.0,2,2,576,3,3,2,301,0,0,0,0,0,0,0,,0,July,2010,WD,Normal,180000
68,1-STORY 1946+,RL,72.0,10665,Pave,,1,Lvl,3,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,4,3,PConc,4,3,2,6,1013,1,0,440,1453,GasA,5,1,5,1479,0,0,1479,1,0,2,0,3,1,4,7,0,0,0,Attchd,2003.0,2,2,558,3,3,2,144,29,0,0,0,0,0,0,,0,June,2007,WD,Normal,226000
69,1-STORY 1945-,RM,47.0,4608,Pave,,0,Lvl,3,Corner,0,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,0,1,0,1,0,747,747,GasA,3,1,5,747,0,0,747,0,0,1,0,2,1,3,4,0,0,0,Attchd,1945.0,1,1,220,3,3,2,0,0,0,0,0,0,0,0,,0,June,2010,WD,Normal,80000
70,1-1/2 STORY FIN,RL,81.0,15593,Pave,,0,Lvl,3,Corner,0,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,None,0.0,4,3,CBlock,3,3,0,4,603,1,0,701,1304,GasW,3,1,5,1304,983,0,2287,0,0,2,0,3,1,3,7,0,1,3,Attchd,1953.0,3,2,667,3,3,2,0,21,114,0,0,0,0,0,,0,July,2006,WD,Normal,225000
71,1-STORY 1946+,RL,95.0,13651,Pave,,1,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,3,4,CBlock,4,3,3,5,1880,1,0,343,2223,GasA,5,1,5,2223,0,0,2223,1,0,2,0,3,1,3,8,0,2,4,Attchd,1973.0,3,2,516,3,3,2,300,0,0,0,0,0,0,0,,0,Feb,2007,WD,Normal,244000
72,1-STORY 1946+,RL,69.0,7599,Pave,,0,Lvl,3,Corner,0,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,0,5,565,1,0,280,845,GasA,3,1,5,845,0,0,845,1,0,1,0,2,1,3,4,0,0,0,Detchd,1987.0,1,2,360,3,3,2,0,0,0,0,0,0,0,0,,0,June,2007,WD,Normal,129500
73,2-STORY 1946+,RL,74.0,10141,Pave,,1,Lvl,3,Corner,0,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,3,3,PConc,4,3,0,1,0,1,0,832,832,GasA,4,1,5,885,833,0,1718,0,0,2,1,3,1,3,7,0,1,3,Attchd,1998.0,3,2,427,3,3,2,0,94,0,0,291,0,0,0,,0,Dec,2009,WD,Normal,185000
74,1-STORY 1946+,RL,85.0,10200,Pave,,0,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,3,3,CBlock,3,3,0,5,320,4,362,404,1086,GasA,4,1,5,1086,0,0,1086,1,0,1,0,3,1,3,6,0,0,0,Attchd,1989.0,1,2,490,3,3,2,0,0,0,0,0,0,0,2,,0,May,2010,WD,Normal,144900
75,1-1/2 STORY FIN,RM,60.0,5790,Pave,,0,Lvl,3,Corner,0,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,4,4,CBlock,2,3,0,1,0,1,0,840,840,GasA,4,0,5,840,765,0,1605,0,0,2,0,3,2,3,8,0,0,0,Detchd,1915.0,1,1,379,3,3,2,0,0,202,0,0,0,0,0,,0,May,2010,WD,Normal,107400
76,MULTILEVEL PUD,RM,21.0,1596,Pave,,0,Lvl,3,Inside,0,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,3,6,462,1,0,0,462,GasA,3,1,5,526,462,0,988,1,0,1,0,2,1,3,5,0,0,0,BuiltIn,1973.0,1,1,297,3,3,2,120,101,0,0,0,0,0,2,,0,Nov,2009,WD,Normal,91000
77,1-STORY 1946+,RL,,8475,Pave,,1,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,0,5,228,1,0,724,952,GasA,5,1,4,952,0,0,952,0,0,1,0,2,1,3,4,0,0,0,Detchd,1956.0,1,1,283,3,3,2,0,0,0,0,0,0,0,0,,0,Apr,2008,WD,Normal,135750
78,1-1/2 STORY FIN,RM,50.0,8635,Pave,,0,Lvl,3,Inside,0,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,4,336,6,41,295,672,GasA,3,1,5,1072,213,0,1285,1,0,1,0,2,1,3,6,1,0,0,Detchd,1948.0,1,1,240,3,3,2,0,0,0,0,0,0,0,3,,0,Jan,2008,WD,Normal,127000
79,DUPLEX,RL,72.0,10778,Pave,,0,Lvl,3,Inside,0,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,0,1,0,1,0,1768,1768,GasA,3,0,5,1768,0,0,1768,0,0,2,0,4,2,3,8,0,0,0,,1968.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,Apr,2010,WD,Normal,136500
80,1-1/2 STORY FIN,RM,60.0,10440,Pave,Grvl,0,Lvl,3,Corner,0,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,0,1,0,1,0,440,440,GasA,4,1,5,682,548,0,1230,0,0,1,1,2,1,3,5,0,0,0,Detchd,1966.0,1,2,440,3,3,2,74,0,128,0,0,0,0,3,,0,May,2009,WD,Normal,110000
81,2-STORY 1946+,RL,100.0,13000,Pave,,0,Lvl,3,Corner,0,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,3,4,CBlock,4,3,0,3,448,1,0,448,896,GasA,3,1,5,1182,960,0,2142,0,0,2,1,4,1,4,8,0,1,4,Attchd,1968.0,3,1,509,3,3,2,0,72,0,0,252,0,0,0,,0,June,2009,WD,Normal,193500
82,1-STORY PUD 1946+,RM,32.0,4500,Pave,,0,Lvl,3,FR2,0,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,3,4,PConc,5,4,0,6,1201,1,0,36,1237,GasA,5,1,5,1337,0,0,1337,1,0,2,0,2,1,3,5,0,0,0,Attchd,1998.0,3,2,405,3,3,2,0,199,0,0,0,0,0,0,,0,Mar,2006,WD,Normal,153500
83,1-STORY 1946+,RL,78.0,10206,Pave,,0,Lvl,3,Inside,0,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,3,3,PConc,4,3,0,6,33,1,0,1530,1563,GasA,5,1,5,1563,0,0,1563,0,0,2,0,3,1,4,6,0,1,4,Attchd,2007.0,2,3,758,3,3,2,144,99,0,0,0,0,0,0,,0,Oct,2008,WD,Normal,245000
84,1-STORY 1946+,RL,80.0,8892,Pave,,1,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,3,3,CBlock,3,3,0,1,0,1,0,1065,1065,GasA,4,1,5,1065,0,0,1065,0,0,1,1,3,1,3,6,0,0,0,Detchd,1974.0,1,2,461,3,3,2,74,0,0,0,0,0,0,0,,0,July,2007,COD,Normal,126500
85,SPLIT OR MULTI-LEVEL,RL,,8530,Pave,,1,Lvl,3,Inside,0,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,3,3,PConc,4,3,0,1,0,1,0,384,384,GasA,4,1,5,804,670,0,1474,0,0,2,1,3,1,3,7,0,1,3,BuiltIn,1995.0,3,2,400,3,3,2,120,72,0,0,0,0,0,0,Shed,700,May,2009,WD,Normal,168500
86,2-STORY 1946+,RL,121.0,16059,Pave,,0,Lvl,3,Corner,0,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,4,3,CBlock,4,3,0,1,0,1,0,1288,1288,GasA,5,1,5,1301,1116,0,2417,0,0,2,1,4,1,4,9,0,1,3,Attchd,1991.0,1,2,462,3,3,2,127,82,0,0,0,0,0,0,,0,Apr,2006,WD,Normal,260000
87,2-STORY 1946+,RL,122.0,11911,Pave,,2,Lvl,3,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,1,0,1,0,684,684,GasA,5,1,5,684,876,0,1560,0,0,2,1,3,1,4,6,0,1,4,BuiltIn,2005.0,3,2,400,3,3,2,100,38,0,0,0,0,0,0,,0,Mar,2009,WD,Normal,174000
88,2-STORY PUD 1946+,FV,40.0,3951,Pave,Pave,0,Lvl,3,Corner,0,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,4,3,PConc,4,3,2,1,0,1,0,612,612,GasA,5,1,5,612,612,0,1224,0,0,2,1,2,1,4,4,0,0,0,Detchd,2009.0,2,2,528,3,3,2,0,234,0,0,0,0,0,0,,0,June,2009,New,Partial,164500
89,1-1/2 STORY FIN,C,105.0,8470,Pave,,1,Lvl,3,Corner,0,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,3,2,0,1,0,1,0,1013,1013,GasA,3,0,5,1013,0,513,1526,0,0,1,0,2,1,2,6,0,0,0,,1915.0,0,0,0,0,0,0,0,0,156,0,0,0,0,3,,0,Oct,2009,ConLD,Abnorml,85000
90,1-STORY 1946+,RL,60.0,8070,Pave,,0,Lvl,3,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,6,588,1,0,402,990,GasA,5,1,5,990,0,0,990,1,0,1,0,3,1,3,5,0,0,0,,1994.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,Aug,2007,WD,Normal,123600
91,1-STORY 1946+,RL,60.0,7200,Pave,,0,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,Slab,0,0,0,0,0,0,0,0,0,GasA,3,1,4,1040,0,0,1040,0,0,1,0,2,1,3,4,0,0,0,Detchd,1950.0,1,2,420,3,3,2,0,29,0,0,0,0,0,0,,0,July,2006,WD,Normal,109900
92,1-STORY 1946+,RL,85.0,8500,Pave,,0,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,3,3,CBlock,3,3,0,3,600,1,0,635,1235,GasA,3,1,5,1235,0,0,1235,0,0,1,0,2,1,3,6,0,0,0,Attchd,1961.0,1,2,480,3,3,2,0,0,0,0,0,0,0,2,,0,Dec,2006,WD,Abnorml,98600
93,1-STORY 1945-,RL,80.0,13360,Pave,Grvl,1,HLS,3,Inside,0,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,4,3,0,5,713,1,0,163,876,GasA,5,1,5,964,0,0,964,1,0,1,0,2,1,3,5,0,0,0,Detchd,1921.0,1,2,432,3,3,2,0,0,44,0,0,0,0,0,,0,Aug,2009,WD,Normal,163500
94,2 FAMILY CONVERSION,C,60.0,7200,Pave,,0,Lvl,3,Corner,0,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,2,1,3,1046,1,0,168,1214,GasW,5,0,5,1260,1031,0,2291,0,1,2,0,4,2,3,9,0,1,4,Detchd,1900.0,1,2,506,3,3,2,0,0,0,0,99,0,0,0,,0,Nov,2007,WD,Normal,133900
95,2-STORY 1946+,RL,69.0,9337,Pave,,1,Lvl,3,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,4,3,0,6,648,1,0,176,824,GasA,5,1,5,905,881,0,1786,1,0,2,1,3,1,4,7,0,0,0,Attchd,1997.0,2,2,684,3,3,2,0,162,0,0,0,0,0,0,,0,May,2007,WD,Normal,204750
96,2-STORY 1946+,RL,,9765,Pave,,2,Lvl,3,Corner,0,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,5,4,PConc,4,4,0,5,310,1,0,370,680,GasA,4,1,5,680,790,0,1470,0,0,2,1,3,1,3,6,0,1,3,BuiltIn,1993.0,3,2,420,3,3,2,232,63,0,0,0,0,0,0,Shed,480,Apr,2009,WD,Normal,185000
97,1-STORY 1946+,RL,78.0,10264,Pave,,1,Lvl,3,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,4,3,PConc,4,3,2,5,1162,1,0,426,1588,GasA,5,1,5,1588,0,0,1588,0,0,2,0,3,1,4,6,0,0,0,Attchd,1999.0,2,2,472,3,3,2,158,29,0,0,0,0,0,0,,0,Aug,2006,WD,Normal,214000
98,1-STORY 1946+,RL,73.0,10921,Pave,,0,HLS,3,Inside,0,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,3,3,CBlock,3,3,0,3,520,1,0,440,960,GasA,3,1,3,960,0,0,960,1,0,1,0,3,1,3,6,0,0,0,Attchd,1965.0,3,1,432,3,3,1,120,0,0,0,0,0,0,0,,0,May,2007,WD,Normal,94750
99,1-STORY 1945-,RL,85.0,10625,Pave,,0,Lvl,3,Corner,0,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0,5,108,1,0,350,458,GasA,2,0,5,835,0,0,835,0,0,1,0,2,1,3,5,0,0,0,Basment,1920.0,1,1,366,2,3,2,0,0,77,0,0,0,0,0,Shed,400,May,2010,COD,Abnorml,83000
100,1-STORY 1946+,RL,77.0,9320,Pave,,1,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,0,5,569,1,0,381,950,GasA,2,1,5,1225,0,0,1225,1,0,1,1,3,1,3,6,0,0,0,,1959.0,0,0,0,0,0,2,352,0,0,0,0,0,0,0,Shed,400,Jan,2010,WD,Normal,128950
101,1-STORY 1946+,RL,,10603,Pave,,1,Lvl,3,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2001,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,3,3,PConc,3,3,1,5,1200,1,0,410,1610,GasA,4,1,5,1610,0,0,1610,1,0,2,0,3,1,4,6,0,2,3,Attchd,1977.0,2,2,480,3,3,2,168,68,0,0,0,0,0,0,,0,Feb,2010,WD,Normal,205000
102,2-STORY 1946+,RL,77.0,9206,Pave,,0,Lvl,3,Inside,0,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,4,3,CBlock,4,3,0,1,0,1,0,741,741,GasA,3,1,5,977,755,0,1732,0,0,2,1,3,1,4,7,0,1,3,Attchd,1985.0,3,2,476,3,3,2,192,46,0,0,0,0,0,0,,0,June,2010,WD,Normal,178000
103,DUPLEX,RL,64.0,7018,Pave,,0,Bnk,3,Inside,0,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,2,Slab,0,0,0,0,0,0,0,0,0,GasA,3,1,5,1535,0,0,1535,0,0,2,0,4,2,3,8,0,0,0,Attchd,1979.0,1,2,410,3,3,2,0,0,0,0,0,0,0,0,,0,June,2009,WD,Alloca,118964
104,1-STORY 1946+,RL,94.0,10402,Pave,,1,Lvl,3,Corner,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,1,0,1,0,1226,1226,GasA,5,1,5,1226,0,0,1226,0,0,2,0,3,1,4,6,0,0,0,Attchd,2009.0,2,3,740,3,3,2,0,36,0,0,0,0,0,0,,0,May,2010,WD,Normal,198900
105,1-1/2 STORY FIN,RM,,7758,Pave,,0,Lvl,3,Corner,0,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,3,2,PConc,3,3,0,2,224,1,0,816,1040,GasA,5,1,3,1226,592,0,1818,0,0,1,1,4,1,3,7,0,2,3,Detchd,1951.0,1,1,240,3,3,2,0,0,0,0,184,0,0,0,,0,June,2007,WD,Normal,169500
106,2-STORY 1946+,FV,75.0,9375,Pave,,0,Lvl,3,Inside,0,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,4,3,PConc,5,3,0,1,0,1,0,1053,1053,GasA,5,1,5,1053,939,0,1992,0,0,2,1,3,1,4,9,0,1,4,Attchd,2003.0,2,2,648,3,3,2,140,45,0,0,0,0,0,0,,0,Aug,2008,WD,Normal,250000
107,1-STORY 1945-,RM,60.0,10800,Pave,Grvl,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,1Story,4,7,1885,1995,Mansard,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,2,3,0,1,0,1,0,641,641,GasA,4,1,5,1047,0,0,1047,0,0,1,0,2,1,3,6,0,0,0,Detchd,1954.0,1,1,273,2,2,0,0,0,0,0,0,0,0,0,Shed,450,Aug,2007,WD,Normal,100000
108,1-STORY 1946+,RM,50.0,6000,Pave,,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,0,5,104,4,169,516,789,GasA,5,1,5,789,0,0,789,0,0,1,0,2,1,3,5,0,0,0,Detchd,1948.0,1,1,250,3,3,2,0,0,0,0,0,0,0,0,,0,Apr,2008,WD,Partial,115000
109,1-1/2 STORY FIN,RM,85.0,8500,Pave,,0,Lvl,3,Corner,0,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1919,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,3,3,0,1,0,1,0,793,793,GasW,3,0,3,997,520,0,1517,0,0,2,0,3,1,2,7,0,0,0,,1919.0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,,0,Aug,2007,WD,Normal,115000
110,1-STORY 1946+,RL,105.0,11751,Pave,,1,Lvl,3,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,6,6,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,480.0,3,3,CBlock,4,3,0,4,705,1,0,1139,1844,GasA,5,1,5,1844,0,0,1844,0,0,2,0,3,1,3,7,0,1,3,Attchd,1977.0,2,2,546,3,3,2,0,122,0,0,0,0,0,3,,0,Jan,2010,COD,Normal,190000
111,1-1/2 STORY FIN,RL,75.0,9525,Pave,,0,Lvl,3,Inside,0,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1954,1972,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,2,0,3,444,1,0,550,994,GasA,4,1,5,1216,639,0,1855,0,0,2,0,4,1,3,7,0,0,0,Attchd,1954.0,1,1,325,3,3,2,182,0,0,0,0,0,0,0,,0,Oct,2006,WD,Normal,136900
112,SPLIT OR MULTI-LEVEL,RL,,7750,Pave,,1,Lvl,3,Inside,0,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,6,250,1,0,134,384,GasA,5,1,5,774,656,0,1430,0,0,2,1,3,1,3,7,0,1,3,BuiltIn,2000.0,3,2,400,3,3,2,180,0,0,0,0,0,0,0,,0,Apr,2010,WD,Normal,180000
113,2-STORY 1946+,RL,77.0,9965,Pave,,0,Lvl,3,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,220.0,4,3,PConc,5,3,2,6,984,1,0,280,1264,GasA,5,1,5,1282,1414,0,2696,1,0,2,1,4,1,5,10,0,1,4,BuiltIn,2007.0,3,3,792,3,3,2,120,184,0,0,168,0,0,0,,0,Oct,2007,New,Partial,383970
