level_0,index,year,state,state_po,state_fips,state_cen,state_ic,office,candidate,party_detailed,writein,candidatevotes,totalvotes,version,notes,party_simplified,rank,second_candidate_votes,margin
1188,4137,2020,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,2758773,5524802,20210113,,REPUBLICAN,1.0,2684292.0,74481.0
1190,4144,2020,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,235595,361819,20210113,,REPUBLICAN,1.0,114902.0,120693.0
1192,4148,2020,OHIO,OH,39,31,24,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,3154834,5922202,20210113,,REPUBLICAN,1.0,2679165.0,475669.0
1194,4158,2020,OKLAHOMA,OK,40,73,53,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1020280,1560699,20210113,,REPUBLICAN,1.0,503890.0,516390.0
1196,4165,2020,OREGON,OR,41,92,72,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,1340383,2374321,20210113,,DEMOCRAT,1.0,958448.0,381935.0
1198,4171,2020,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,3458229,6915283,20210113,,DEMOCRAT,1.0,3377674.0,80555.0
1200,4173,2020,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,307486,516990,20210113,,DEMOCRAT,1.0,199922.0,107564.0
1202,4181,2020,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1385103,2514096,20210113,,REPUBLICAN,1.0,1091541.0,293562.0
1204,4185,2020,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,261043,422609,20210113,,REPUBLICAN,1.0,150471.0,110572.0
1206,4188,2020,TENNESSEE,TN,47,62,54,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1852475,3053851,20210113,,REPUBLICAN,1.0,1143711.0,708764.0
1208,4201,2020,TEXAS,TX,48,74,49,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,5890347,11315056,20210113,,REPUBLICAN,1.0,5259126.0,631221.0
1210,4222,2020,UTAH,UT,49,87,67,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,865140,1488289,20210113,,REPUBLICAN,1.0,560282.0,304858.0
1212,4228,2020,VERMONT,VT,50,13,6,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,242820,370968,20210113,,DEMOCRAT,1.0,112704.0,130116.0
1214,4252,2020,VIRGINIA,VA,51,54,40,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,2413568,4460524,20210113,,DEMOCRAT,1.0,1962430.0,451138.0
1216,4256,2020,WASHINGTON,WA,53,91,73,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,2369612,4087631,20210113,,DEMOCRAT,1.0,1584651.0,784961.0
1218,4264,2020,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,545382,794652,20210113,,REPUBLICAN,1.0,235984.0,309398.0
1220,4267,2020,WISCONSIN,WI,55,35,25,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,1630866,3298041,20210113,,DEMOCRAT,1.0,1610184.0,20682.0
1222,4281,2020,WYOMING,WY,56,83,68,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,193559,278503,20210113,,REPUBLICAN,1.0,73491.0,120068.0
